country_name,country_code,indicator_name,indicator_code,category,year,value
Australia,AUS,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2005,2444.586
Canada,CAN,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2005,1526.819
China,CHN,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2005,7579.401
Germany,DEU,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2005,7722.133
"Egypt, Arab Rep.",EGY,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2005,286.954
Euro area,EMU,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2005,28031.271
European Union,EUU,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2005,28167.902
France,FRA,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2005,5802.442
United Kingdom,GBR,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2005,5998.434
Greece,GRC,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2005,64.075
India,IND,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2005,774.04
Italy,ITA,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2005,1365.128
Jordan,JOR,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2005,223.582
Kuwait,KWT,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2005,241.623
Lebanon,LBN,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2005,86.61
Qatar,QAT,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2005,869.582
Saudi Arabia,SAU,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2005,1021.453
Turkiye,TUR,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2005,382.949
United States,USA,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2005,37357.644
World,WLD,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2005,141483.603
United Arab Emirates,ARE,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2006,5735.78
Australia,AUS,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2006,2569.506
Canada,CAN,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2006,1503.185
China,CHN,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2006,7692.205
Germany,DEU,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2006,8133.987
"Egypt, Arab Rep.",EGY,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2006,309.434
Euro area,EMU,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2006,29276.446
European Union,EUU,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2006,29420.617
France,FRA,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2006,6135.028
United Kingdom,GBR,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2006,6215.321
Greece,GRC,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2006,70.649
India,IND,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2006,842.55
Italy,ITA,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2006,1377.204
Jordan,JOR,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2006,258.557
Kuwait,KWT,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2006,239.207
Lebanon,LBN,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2006,73.556
Qatar,QAT,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2006,888.498
Saudi Arabia,SAU,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2006,1066.281
Turkiye,TUR,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2006,463.902
United States,USA,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2006,39881.895
World,WLD,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2006,148937.604
United Arab Emirates,ARE,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2007,6538.02
Australia,AUS,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2007,2348.084
Canada,CAN,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2007,1429.845
China,CHN,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2007,11189.538
Germany,DEU,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2007,8528.959
"Egypt, Arab Rep.",EGY,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2007,206.828
Euro area,EMU,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2007,30576.812
European Union,EUU,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2007,30725.412
France,FRA,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2007,6424.966
United Kingdom,GBR,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2007,6154.451
Greece,GRC,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2007,72.242
India,IND,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2007,967.684
Italy,ITA,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2007,1549.939
Jordan,JOR,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2007,276.656
Kuwait,KWT,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2007,266.337
Lebanon,LBN,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2007,81.743
Qatar,QAT,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2007,1292.746
Saudi Arabia,SAU,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2007,1229.704
Turkiye,TUR,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2007,466.098
United States,USA,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2007,40617.739
World,WLD,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2007,158205.946
United Arab Emirates,ARE,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2008,9289.48
Australia,AUS,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2008,2212.439
Canada,CAN,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2008,1388.665
China,CHN,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2008,11386.055
Germany,DEU,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2008,8352.882
"Egypt, Arab Rep.",EGY,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2008,195.482
Euro area,EMU,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2008,30008.194
European Union,EUU,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2008,30132.465
France,FRA,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2008,6187.796
United Kingdom,GBR,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2008,6283.831
Greece,GRC,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2008,78.109
India,IND,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2008,1233.937
Italy,ITA,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2008,1279.021
Jordan,JOR,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2008,140.846
Kuwait,KWT,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2008,279.74
Lebanon,LBN,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2008,66.621
Qatar,QAT,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2008,1639.146
Saudi Arabia,SAU,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2008,1382.547
Turkiye,TUR,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2008,480.667
United States,USA,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2008,39313.596
World,WLD,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2008,158487.874
United Arab Emirates,ARE,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2009,8959.601
Australia,AUS,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2009,2769.286
Bahrain,BHR,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2009,564.331
Canada,CAN,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2009,1346.938
China,CHN,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2009,11976.438
Germany,DEU,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2009,10187.719
"Egypt, Arab Rep.",EGY,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2009,180.31
Euro area,EMU,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2009,33978.97
European Union,EUU,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2009,34070.615
France,FRA,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2009,6624.89
United Kingdom,GBR,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2009,6615.125
Greece,GRC,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2009,31.396
India,IND,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2009,1235.158
Italy,ITA,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2009,400.0
Jordan,JOR,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2009,163.192
Kuwait,KWT,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2009,281.215
Lebanon,LBN,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2009,93.983
Oman,OMN,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2009,39.196
Qatar,QAT,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2009,2276.378
Saudi Arabia,SAU,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2009,1838.162
Turkiye,TUR,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2009,856.034
United States,USA,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2009,35097.670654396
World,WLD,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2009,175509.343654396
United Arab Emirates,ARE,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2010,9774.15041487849
Australia,AUS,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2010,2938.314378037
Bahrain,BHR,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2010,504.494
Canada,CAN,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2010,1957.32853635002
China,CHN,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2010,17193.8774
Germany,DEU,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2010,7487.48100076523
"Egypt, Arab Rep.",EGY,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2010,416.985098697369
Euro area,EMU,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2010,28328.0062848806
European Union,EUU,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2010,28906.3720666828
France,FRA,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2010,5079.71814764909
United Kingdom,GBR,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2010,6082.73941307418
Greece,GRC,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2010,4.85169832333462
India,IND,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2010,1630.96414222155
Iraq,IRQ,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2010,11.718644551
Italy,ITA,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2010,784.96985
Jordan,JOR,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2010,201.985
Kuwait,KWT,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2010,335.099445284
Lebanon,LBN,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2010,48.272
Oman,OMN,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2010,106.579
Qatar,QAT,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2010,2945.787
Saudi Arabia,SAU,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2010,1324.861
Turkiye,TUR,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2010,1149.281
United States,USA,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2010,39353.2561
World,WLD,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2010,182498.62707797
United Arab Emirates,ARE,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2011,10434.8491894756
Australia,AUS,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2011,2846.59879756427
Bahrain,BHR,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2011,417.582988557635
Canada,CAN,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2011,1980.0
China,CHN,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2011,16764.869
Germany,DEU,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2011,7716.76190298526
"Egypt, Arab Rep.",EGY,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2011,333.306675121003
Euro area,EMU,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2011,28749.8300931595
European Union,EUU,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2011,29312.9172470275
France,FRA,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2011,5068.76226392762
United Kingdom,GBR,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2011,6280.25098328964
Greece,GRC,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2011,4.18568526670255
India,IND,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2011,1702.702702
Iraq,IRQ,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2011,14.5213731897664
Italy,ITA,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2011,760.26837
Jordan,JOR,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2011,196.184547
Kuwait,KWT,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2011,277.544065677216
Lebanon,LBN,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2011,47.699
Oman,OMN,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2011,171.732
Qatar,QAT,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2011,3637.131
Saudi Arabia,SAU,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2011,1501.275
Turkiye,TUR,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2011,1544.26626010139
United States,USA,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2011,39621.9135350454
World,WLD,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2011,183532.230059023
United Arab Emirates,ARE,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2012,12032.543632735
Australia,AUS,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2012,2731.69798
Bahrain,BHR,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2012,338.071008606076
Canada,CAN,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2012,1960.0
China,CHN,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2012,15568.753
Germany,DEU,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2012,7236.98063027006
"Egypt, Arab Rep.",EGY,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2012,356.265453827017
Euro area,EMU,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2012,27065.320940028
European Union,EUU,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2012,27690.3444145666
France,FRA,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2012,4626.15380961188
United Kingdom,GBR,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2012,6243.54285285133
Greece,GRC,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2012,2.31403046797287
India,IND,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2012,1579.229879
Iraq,IRQ,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2012,15.3356283184479
Italy,ITA,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2012,795.11615
Jordan,JOR,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2012,188.06493
Kuwait,KWT,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2012,267.254
Lebanon,LBN,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2012,50.619
Oman,OMN,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2012,240.695
Qatar,QAT,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2012,4306.922
Saudi Arabia,SAU,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2012,1815.016
Turkiye,TUR,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2012,1933.67835962636
United States,USA,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2012,39111.3403776909
World,WLD,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2012,175567.342248843
United Arab Emirates,ARE,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2013,14082.25474
Australia,AUS,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2013,1984.693734
Bahrain,BHR,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2013,265.615452
Canada,CAN,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2013,1946.30559714895
China,CHN,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2013,16053.7331
Germany,DEU,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2013,7335.69940204315
"Egypt, Arab Rep.",EGY,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2013,386.683474639046
Euro area,EMU,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2013,27506.8290002242
European Union,EUU,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2013,28221.6599030041
France,FRA,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2013,4327.126
United Kingdom,GBR,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2013,6031.574712
Greece,GRC,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2013,0.593232
India,IND,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2013,1733.76172
Iraq,IRQ,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2013,10.619112
Italy,ITA,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2013,892.930674
Jordan,JOR,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2013,172.126
Kuwait,KWT,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2013,245.968996
Lebanon,LBN,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2013,70.098
Oman,OMN,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2013,251.141
Qatar,QAT,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2013,4960.582
Saudi Arabia,SAU,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2013,1694.372004
Turkiye,TUR,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2013,2296.03873424933
United States,USA,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2013,37113.5589216014
World,WLD,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2013,176421.557813547
United Arab Emirates,ARE,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2014,15527.192868
Australia,AUS,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2014,1925.77200862967
Bahrain,BHR,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2014,258.367992
Canada,CAN,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2014,2084.318163
China,CHN,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2014,17822.581
Germany,DEU,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2014,7184.14620802563
"Egypt, Arab Rep.",EGY,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2014,418.691607425321
Euro area,EMU,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2014,27912.7684810256
European Union,EUU,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2014,28755.7275396056
France,FRA,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2014,4151.293
United Kingdom,GBR,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2014,5974.825151208
Greece,GRC,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2014,19.359432
India,IND,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2014,1851.32674
Iraq,IRQ,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2014,10.619112
Italy,ITA,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2014,989.179882
Jordan,JOR,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2014,171.97
Kuwait,KWT,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2014,267.877606
Lebanon,LBN,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2014,59.58
Oman,OMN,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2014,291.939
Qatar,QAT,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2014,5993.108
Saudi Arabia,SAU,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2014,1599.921996
Turkiye,TUR,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2014,2630.33
United States,USA,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2014,38225.1960889445
World,WLD,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2014,185517.109461419
United Arab Emirates,ARE,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2015,15962.692
Australia,AUS,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2015,1907.05190944687
Bahrain,BHR,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2015,240.107004
Canada,CAN,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2015,2074.830881067
China,CHN,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2015,19805.63
Germany,DEU,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2015,6986.405444999
"Egypt, Arab Rep.",EGY,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2015,377.360014527
Euro area,EMU,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2015,27731.629597157
European Union,EUU,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2015,28471.856739033
France,FRA,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2015,4098.31
United Kingdom,GBR,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2015,5423.17313862741
Greece,GRC,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2015,26.10771098
India,IND,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2015,1833.847614
Iraq,IRQ,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2015,1.218202664
Italy,ITA,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2015,945.2649666
Jordan,JOR,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2015,169.105
Kuwait,KWT,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2015,216.335004
Lebanon,LBN,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2015,54.077
Oman,OMN,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2015,412.234008
Qatar,QAT,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2015,7563.30739
Saudi Arabia,SAU,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2015,826.83
Turkiye,TUR,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2015,2882.162
United States,USA,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2015,37866.224512
World,WLD,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2015,188363.416312345
United Arab Emirates,ARE,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2016,16138.874
Australia,AUS,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2016,1868.73262766
Bahrain,BHR,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2016,387.310813088
Canada,CAN,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2016,2246.22709557467
China,CHN,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2016,21304.5851
Germany,DEU,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,transport,2016,6942.706331998
